Year	4	2399
Year	4	2409
Year	4	2412
Year	4	2428
Year	4	2481
Year	4	2516
Year	4	2539
Year	4	2544
Year	4	2550
Year	4	2556
Year	4	2567
Year	4	2573
Year	4	2589
Year	4	2626
Year	4	2639
Year	4	2680
Year	4	2693
Year	4	2696
Year	4	2752
Year	4	2786
Year	4	2812
Year	4	2819
Year	4	2820
Year	4	2831
Year	4	2846
Year	4	2867
Year	4	2878
Year	4	2900
Year	4	2909
Year	4	3019
Year	4	3046
Year	4	3077
Year	4	3082
Year	4	3086
Year	4	3107
Year	4	3161
Year	4	3163
Year	4	3166
Year	4	3198
Year	4	3263
Year	4	3268
Year	4	3270
Year	4	3282
Year	4	3330
Year	4	3353
Year	4	3388
Year	4	3404
Year	4	3410
Year	4	3411
Year	4	3420
Year	4	3432
Year	4	3435
Year	4	3487
Year	4	3504
Year	4	3510
Year	4	3526
Year	4	3550
Year	4	3594
Year	4	3601
Year	4	3628
Year	4	3631
Year	4	3641
Year	4	3642
Year	4	3654
Year	4	3678
Year	4	3755
Year	4	3768
Year	4	3773
Year	4	3781
Year	4	3849
Year	4	3904
Year	4	3916
Year	4	3951
Year	4	4001
Year	4	4068
Year	4	4133
Year	4	4135
Year	4	4155
Year	4	4200
Year	4	4230
Year	4	4245
Year	4	4319
Year	4	4342
Year	4	4350
Year	4	4353
Year	4	4376
Year	4	4401
Year	4	4424
Year	4	4447
Year	4	4456
Year	4	4513
Year	4	4573
Year	4	4620
Year	4	4674
Year	4	4691
Year	4	4757
Year	4	4881
Year	4	4903
Year	4	4918
Year	4	4981
Year	4	5075
Year	4	5098
Year	4	5102
Year	4	5220
Year	4	5232
Year	4	5302
Year	4	5319
Year	4	5346
Year	4	5400
Year	4	5420
Year	4	5422
Year	4	5424
Year	4	5507
Year	4	5551
Year	4	5580
Year	4	5656
Year	4	5698
Year	4	5705
Year	4	5706
Year	4	5731
Year	4	5736
Year	4	5738
Year	4	5744
Year	4	5760
Year	4	5851
Year	4	5882
Year	4	5917
Year	4	5928
Year	4	5979
Year	4	6002
Year	4	6121
Year	4	6201
Year	4	6250
Year	4	6258
Year	4	6311
Year	4	6325
Year	4	6327
Year	4	6382
Year	4	6459
Year	4	6520
Year	4	6534
Year	4	6551
Year	4	6637
Year	4	6711
Year	4	6804
Year	4	6859
Year	4	6922
Year	4	6948
Year	4	6969
Year	4	7008
Year	4	7013
Year	4	7089
Year	4	7159
Year	4	7218
Year	4	7268
Year	4	7352
Year	4	7370
Year	4	7390
Year	4	7412
Year	4	7462
Year	4	7495
Year	4	7555
Year	4	7585
Year	4	7642
Year	4	7643
Year	4	7682
Year	4	7694
Year	4	7725
Year	4	7726
Year	4	7750
Year	4	7752
Year	4	7833
Year	4	7879
Year	4	7939
Year	4	7993
Year	4	8015
Year	4	8030
Year	4	8063
Year	4	8080
Year	4	8113
Year	4	8201
Year	4	8250
Year	4	8300
Year	4	8326
Year	4	8370
Year	4	8380
Year	4	8558
Year	4	8576
Year	4	8590
Year	4	8605
Year	4	8786
Year	4	8870
Year	4	8931
Year	4	9079
Year	4	9117
Year	4	9178
Year	4	9182
Year	4	9292
Year	4	9306
Year	4	9316
Year	4	9322
Year	4	9384
Year	4	9400
Year	4	9444
Year	4	9518
Year	4	9728
Year	4	9805
Year	4	9811
Year	4	9867
Year	4	9879
Year	4	9921
Year	4	9934
Year	4	9937
Year	4	9947
Year	3	0002
Year	3	0012
Year	3	0017
Year	3	0026
Year	3	0030
Year	3	0042
Year	3	0043
Year	3	0049
Year	3	0051
Year	3	0061
Year	3	0078
Year	3	0103
Year	3	0106
Year	3	0118
Year	3	0123
Year	3	0126
Year	3	0135
Year	3	0140
Year	3	0142
Year	3	0147
Year	3	0218
Year	3	0232
Year	3	0248
Year	3	0312
Year	3	0314
Year	3	0333
Year	3	0357
Year	3	0406
Year	3	0409
Year	3	0441
Year	3	0453
Year	3	0478
Year	3	0505
Year	3	0605
Year	3	0612
Year	3	0623
Year	3	0626
Year	3	0632
Year	3	0635
Year	3	0655
Year	3	0658
Year	3	0681
Year	3	0696
Year	3	0699
Year	3	0700
Year	3	0711
Year	3	0713
Year	3	0719
Year	3	0722
Year	3	0726
Year	3	0728
Year	3	0742
Year	3	0818
Year	3	0820
Year	3	0833
Year	3	0838
Year	3	0846
Year	3	0859
Year	3	0898
Year	3	0926
Year	3	0953
Year	3	1083
Year	3	1089
Year	3	1097
Year	3	1260
Year	3	1269
Year	3	1270
Year	3	1275
Year	3	1276
Year	3	1279
Year	3	1294
Year	3	1298
Year	3	1468
Year	3	1477
Year	3	1483
Year	3	1598
Year	3	1635
Year	3	1638
Year	3	1662
Year	3	1671
Year	3	1681
Year	3	1683
Year	3	1708
Year	3	1795
Year	3	1797
Year	3	2038
Year	3	2071
Year	3	2075
Year	3	2092
Year	3	2113
Year	3	2119
Year	3	2126
Year	3	2149
Year	3	2154
Year	3	2157
Year	3	2158
Year	3	2181
Year	3	2197
Year	3	2207
Year	3	2214
Year	3	2218
Year	3	2223
Year	3	2233
Year	3	2247
Year	3	2249
Year	3	2255
Year	3	2285
Year	3	2289
Year	3	2291
Year	3	2299
Year	3	2310
Year	3	2316
Year	3	2324
Year	3	2331
Year	3	2333
Year	3	2334
Year	3	2344
Year	3	2348
Year	3	2370
Year	3	2389
Year	3	2402
Year	3	2416
Year	3	2434
Year	3	2441
Year	3	2447
Year	3	2460
Year	3	2465
Year	3	2472
Year	3	2552
Year	3	2599
Year	3	2603
Year	3	2642
Year	3	2644
Year	3	2656
Year	3	2697
Year	3	2730
Year	3	2747
Year	3	2759
Year	3	2787
Year	3	2832
Year	3	2841
Year	3	2880
Year	3	2892
Year	3	2920
Year	3	2940
Year	3	2953
Year	3	2965
Year	3	2972
Year	3	2990
Year	3	3001
Year	3	3012
Year	3	3020
Year	3	3021
Year	3	3055
Year	3	3089
Year	3	3090
Year	3	3094
Year	3	3100
Year	3	3111
Year	3	3112
Year	3	3150
Year	3	3158
Year	3	3167
Year	3	3209
Year	3	3227
Year	3	3228
Year	3	3232
Year	3	3302
Year	3	3323
Year	3	3339
Year	3	3394
Year	3	3423
Year	3	3440
Year	3	3443
Year	3	3590
Year	3	3625
Year	3	3724
Year	3	3829
Year	3	3836
Year	3	3928
Year	3	3930
Year	3	4030
Year	3	4047
Year	3	4085
Year	3	4100
Year	3	4203
Year	3	4211
Year	3	4251
Year	3	4268
Year	3	4281
Year	3	4320
Year	3	4321
Year	3	4488
Year	3	4495
Year	3	4700
Year	3	4715
Year	3	4775
Year	3	4815
Year	3	4896
Year	3	4906
Year	3	4915
Year	3	5001
Year	3	5002
Year	3	5010
Year	3	5032
Year	3	5201
Year	3	5206
Year	3	5310
Year	3	5336
Year	3	5341
Year	3	5454
Year	3	5523
Year	3	5525
Year	3	5530
Year	3	5557
Year	3	5586
Year	3	5613
Year	3	5619
Year	3	5679
Year	3	5692
Year	3	5775
Year	3	5814
Year	3	5870
Year	3	5878
Year	3	5910
Year	3	5916
Year	3	5944
Year	3	5981
Year	3	5983
Year	3	6024
Year	3	6083
Year	3	6146
Year	3	6380
Year	3	6450
Year	3	6493
Year	3	6501
Year	3	6536
Year	3	6600
Year	3	6625
Year	3	6666
Year	3	6720
Year	3	6912
Year	3	6993
Year	3	7043
Year	3	7077
Year	3	7099
Year	3	7121
Year	3	7146
Year	3	7182
Year	3	7229
Year	3	7235
Year	3	7293
Year	3	7312
Year	3	7630
Year	3	7781
Year	3	7787
Year	3	7796
Year	3	7855
Year	3	7878
Year	3	7882
Year	3	8008
Year	3	8045
Year	3	8145
Year	3	8182
Year	3	8194
Year	3	8381
Year	3	8475
Year	3	8506
Year	3	8519
Year	3	8560
Year	3	8610
Year	3	8620
Year	3	8622
Year	3	8749
Year	3	8752
Year	3	8765
Year	3	8911
Year	3	8975
Year	3	9012
Year	3	9039
Year	3	9040
Year	3	9059
Year	3	9075
Year	3	9100
Year	3	9112
Year	3	9201
Year	3	9210
Year	3	9211
Year	3	9315
Year	3	9325
Year	3	9360
Year	3	9403
Year	3	9516
Year	3	9613
Year	3	9700
Year	3	9739
Year	3	9929
