Year	4	1221
Year	4	1228
Year	4	1238
Year	4	1254
Year	4	1267
Year	4	1293
Year	4	1295
Year	4	1296
Year	4	1297
Year	4	1315
Year	4	1330
Year	4	1334
Year	4	1335
Year	4	1373
Year	4	1406
Year	4	1407
Year	4	1433
Year	4	1475
Year	4	1503
Year	4	1520
Year	4	1526
Year	4	1537
Year	4	1543
Year	4	1556
Year	4	1563
Year	4	1602
Year	4	1617
Year	4	1620
Year	4	1653
Year	4	1660
Year	4	1691
Year	4	1718
Year	4	1747
Year	4	1770
Year	4	1780
Year	4	1812
Year	4	1817
Year	4	1825
Year	4	1826
Year	4	1867
Year	4	1868
Year	4	1884
Year	4	2019
Year	4	2022
Year	4	2025
Year	4	2077
Year	4	2123
Year	4	2160
Year	4	2218
Year	4	2219
Year	4	2220
Year	4	2241
Year	4	2242
Year	4	2380
Year	4	2438
Year	4	2514
Year	4	2532
Year	4	2542
Year	4	2700
Year	4	2718
Year	4	2770
Year	4	2783
Year	4	2807
Year	4	2846
Year	4	2854
Year	4	2856
Year	4	2999
Year	4	3030
Year	4	3105
Year	4	3147
Year	4	3269
Year	4	3300
Year	4	3423
Year	4	3528
Year	4	3840
Year	4	3964
Year	4	4200
Year	4	4400
Year	4	4506
Year	4	4520
Year	4	4594
Year	4	4604
Year	4	4700
Year	4	5206
Year	4	5237
Year	4	5247
Year	4	5412
Year	4	5536
Year	4	5584
Year	4	6200
Year	4	6401
Year	4	6415
Year	4	6501
Year	4	6571
Year	4	6600
Year	4	6810
Year	4	7152
Year	4	7311
Year	4	7315
Year	4	7506
Year	4	7742
Year	4	7891
Year	4	8104
Year	4	8111
Year	4	8525
Year	4	8556
Year	4	8701
Year	4	8711
Year	4	9001
Year	4	9201
Year	4	9440
Year	4	9512
Year	3	0002
Year	3	0102
Year	3	0401
Year	3	0415
Year	3	0530
Year	3	0813
Year	3	1046
Year	3	1048
Year	3	1053
Year	3	1059
Year	3	1060
Year	3	1086
Year	3	1090
Year	3	1093
Year	3	1108
Year	3	1116
Year	3	1117
Year	3	1119
Year	3	1132
Year	3	1140
Year	3	1142
Year	3	1164
Year	3	1165
Year	3	1166
Year	3	1192
Year	3	1199
Year	3	1211
Year	3	1220
Year	3	1225
Year	3	1231
Year	3	1232
Year	3	1240
Year	3	1242
Year	3	1271
Year	3	1281
Year	3	1283
Year	3	1290
Year	3	1309
Year	3	1325
Year	3	1350
Year	3	1361
Year	3	1376
Year	3	1381
Year	3	1393
Year	3	1399
Year	3	1403
Year	3	1414
Year	3	1419
Year	3	1430
Year	3	1435
Year	3	1449
Year	3	1451
Year	3	1458
Year	3	1471
Year	3	1481
Year	3	1490
Year	3	1494
Year	3	1501
Year	3	1518
Year	3	1542
Year	3	1546
Year	3	1549
Year	3	1557
Year	3	1560
Year	3	1607
Year	3	1647
Year	3	1649
Year	3	1730
Year	3	1731
Year	3	1739
Year	3	1763
Year	3	1788
Year	3	1802
Year	3	1805
Year	3	1809
Year	3	1818
Year	3	1837
Year	3	1844
Year	3	1855
Year	3	1858
Year	3	1859
Year	3	1866
Year	3	1873
Year	3	1876
Year	3	1879
Year	3	1885
Year	3	2035
Year	3	2081
Year	3	2091
Year	3	2106
Year	3	2132
Year	3	2319
Year	3	2324
Year	3	2379
Year	3	2400
Year	3	2425
Year	3	2541
Year	3	2570
Year	3	2622
Year	3	2800
Year	3	2803
Year	3	2829
Year	3	3005
Year	3	3031
Year	3	3140
Year	3	3277
Year	3	3332
Year	3	3456
Year	3	3504
Year	3	3520
Year	3	3600
Year	3	3603
Year	3	3683
Year	3	3790
Year	3	3889
Year	3	4006
Year	3	4201
Year	3	4341
Year	3	4367
Year	3	4628
Year	3	4868
Year	3	5020
Year	3	5055
Year	3	5201
Year	3	5238
Year	3	5251
Year	3	5313
Year	3	5405
Year	3	5650
Year	3	5681
Year	3	5695
Year	3	6198
Year	3	6251
Year	3	6811
Year	3	7312
Year	3	7377
Year	3	7401
Year	3	7440
Year	3	7516
Year	3	7565
Year	3	7657
Year	3	7692
Year	3	7707
Year	3	7770
Year	3	7784
Year	3	7800
Year	3	7893
Year	3	7901
Year	3	8332
Year	3	8379
Year	3	8594
Year	3	8660
Year	3	8675
Year	3	8822
Year	3	8829
Year	3	8850
Year	3	8888
Year	3	8941
Year	3	9100
Year	3	9101
Year	3	9413
Year	3	9465
Year	3	9730
Year	3	9780
